Episode,Reward,Success,Steps,Wall_Hits,Penalty_Hits
174,-579,1,403,19,3
175,-383,1,281,15,1
176,-757,0,500,18,5
177,-755,0,500,22,3
178,-743,1,401,45,2
179,-185,1,187,11,0
180,-907,1,500,48,4
181,-430,1,305,23,1
182,-869,0,500,41,0
183,-978,0,500,38,2
184,-1167,0,500,53,10
185,-607,1,340,14,5
186,-853,0,500,16,11
187,-908,0,500,23,8
188,-1454,0,500,45,16
189,-902,0,500,32,6
190,-765,0,500,21,4
191,-1072,0,500,34,14
192,-846,0,500,30,4
193,-892,0,500,33,5
194,-927,0,500,42,0
195,-776,0,500,18,6
196,-841,0,500,21,8
197,-530,1,369,27,1
198,-478,1,297,25,3
199,-1195,0,500,41,12
200,-1066,0,500,33,9
201,-200,1,198,6,0
202,-828,0,500,31,0
203,-1093,0,500,49,8
204,-839,0,500,25,6
205,-1059,0,500,41,10
206,-1022,0,500,45,1
207,-1051,0,500,22,16
208,-253,1,181,15,2
209,-912,0,500,31,7
210,-917,0,500,40,3
211,-1083,0,500,50,7
212,-1004,0,500,37,9
213,-907,0,500,22,11
214,-690,0,500,19,1
215,-1038,0,500,35,4
216,-828,0,500,28,4
217,-909,0,500,37,4
218,-861,0,500,22,6
219,-845,0,500,32,3
220,-938,1,460,58,3
221,-1058,0,500,33,6
222,-830,0,500,24,6
223,-686,1,445,25,1
224,-297,1,254,16,0
225,-477,1,369,19,2
226,-945,0,500,28,5
227,-969,0,500,34,6
228,-153,1,137,13,0
229,-798,0,500,12,10
230,-253,1,309,5,0
231,-818,0,500,29,3
232,-887,0,500,43,0
233,-791,0,500,26,3
234,-361,1,194,18,3
235,-749,0,500,18,2
236,-522,1,433,19,1
237,-875,0,500,29,6
238,-938,0,500,39,2
239,-827,1,484,30,4
240,-641,1,432,26,4
241,-730,0,500,18,1
242,-467,1,278,28,2
243,-683,0,500,14,3
244,-826,0,500,32,2
245,-867,0,500,29,3
246,-517,1,400,20,2
247,-910,0,500,19,10
248,-1053,0,500,53,4
249,-151,1,162,10,0
250,-279,1,254,14,0
251,-525,1,433,13,4
252,-763,0,500,25,2
253,-919,0,500,39,1
254,-748,0,500,20,1
255,-893,0,500,34,2
256,-899,1,489,29,8
257,-585,1,459,21,2
258,-62,1,117,3,1
259,-981,0,500,32,5
260,-660,1,439,21,7
261,-708,0,500,21,1
262,-858,0,500,28,3
263,-401,1,278,14,0
264,-253,1,262,6,2
265,-251,1,244,12,0
266,-821,0,500,23,6
267,-756,0,500,23,0
268,-1002,0,500,41,7
269,-701,0,500,16,3
270,-810,0,500,26,4
271,-876,0,500,27,7
272,-788,0,500,32,0
273,-783,0,500,23,4
274,-454,1,374,18,1
275,-681,0,500,18,1
276,-765,1,383,31,3
277,-868,0,500,27,4
278,-727,0,500,21,2
279,-59,1,106,6,0
280,-790,0,500,15,3
281,-781,0,500,27,2
282,-1003,0,500,42,4
283,-776,0,500,18,6
284,-306,1,253,15,1
285,-777,0,500,19,3
286,-498,1,389,17,3
287,-812,0,500,25,2
288,-843,0,500,36,1
289,-870,0,500,26,2
290,-783,0,500,23,4
291,-748,0,500,17,5
292,-277,1,250,10,2
293,-333,1,297,11,2
294,-840,0,500,23,7
295,-382,1,342,6,2
296,-963,0,500,33,1
297,-221,1,185,11,2
298,-986,0,500,22,10
299,-817,0,500,15,7
300,-376,1,285,15,3
