Episode,Reward,Success,Steps,Wall_Hits,Penalty_Hits
96,-1073,0,500,38,7
97,-1158,0,500,55,6
98,-990,1,486,44,11
99,-1326,0,500,58,16
100,-1174,0,500,45,9
101,-1370,0,500,65,15
102,-232,1,121,13,5
103,-1503,0,500,84,13
104,-1033,0,500,55,2
105,-802,1,350,34,13
106,-1128,0,500,55,7
107,-1288,0,500,61,10
108,-1506,0,500,45,11
109,-541,1,238,28,8
110,-1539,0,500,69,22
111,-1133,0,500,64,3
112,-1234,0,500,45,7
113,-1145,0,500,59,6
114,-1214,0,500,38,17
115,-702,1,342,28,11
116,-493,1,249,19,4
117,-511,1,183,35,6
118,-1619,0,500,99,12
119,-1640,0,500,66,21
120,-845,1,285,49,9
121,-1324,0,500,49,15
122,-1379,0,500,85,6
123,-943,1,449,48,6
124,-1226,0,500,68,6
125,-1027,0,500,48,5
126,-1239,0,500,45,15
127,-1224,0,500,75,0
128,-1229,0,500,36,11
129,-1149,0,500,70,1
130,-1075,1,447,33,15
131,-1783,0,500,75,32
132,-587,1,198,20,6
133,-1172,0,500,62,6
134,-1164,0,500,59,7
135,-869,1,370,38,11
136,-51,1,87,3,2
137,-408,1,233,21,2
138,-573,1,218,22,11
139,-1623,0,500,72,25
140,-1294,0,500,68,7
141,-1472,0,500,41,24
142,-1552,0,500,81,17
143,-801,1,294,28,11
144,-1102,0,500,50,8
145,-1032,0,500,38,10
146,-1161,0,500,49,9
147,-1134,1,470,50,14
148,-575,1,313,15,12
149,-1188,0,500,42,6
150,-1085,0,500,46,9
151,-607,1,290,38,4
152,-1206,0,500,70,4
153,-1293,0,500,41,12
154,-1164,0,500,62,3
155,-1105,0,500,44,11
156,-1284,0,500,66,10
157,-1194,0,500,59,6
158,-1536,0,500,65,16
159,-1107,0,500,59,4
160,-981,0,500,32,5
161,-595,1,335,19,10
162,-1057,0,500,45,8
163,-1145,0,500,46,7
164,-1324,0,500,62,14
165,-1333,1,401,46,30
166,-376,1,188,30,1
167,-425,1,209,31,2
168,-1054,0,500,54,1
169,-1074,0,500,49,7
170,-1150,0,500,49,11
171,-1658,0,500,78,24
172,-1125,0,500,42,13
173,-1427,1,481,91,12
174,-1065,0,500,22,9
175,-504,1,257,29,2
176,-1048,0,500,44,8
177,-983,0,500,41,6
178,-1090,0,500,42,6
179,-1380,0,500,67,12
180,-897,1,465,39,7
181,-933,0,500,46,1
182,-988,0,500,31,11
183,-1058,0,500,62,0
184,-1136,0,500,58,6
185,-1295,0,500,47,17
186,-1113,0,500,50,6
187,-1747,0,500,109,14
188,-951,1,413,33,18
189,-1051,0,500,38,11
190,-1152,0,500,45,13
191,-1085,0,500,49,5
192,-257,1,174,12,4
193,-1773,0,500,117,9
194,-986,0,500,54,0
195,-925,0,500,43,2
196,-351,1,294,10,1
197,-1375,0,500,55,20
198,-1057,0,500,48,4
199,-1081,0,500,54,5
200,-1262,0,500,53,15
201,-952,0,500,46,2
202,-1299,0,500,74,7
203,-760,1,431,33,7
204,-934,0,500,25,11
205,-1014,0,500,55,1
206,-245,1,164,16,2
207,-438,1,293,21,3
208,-875,0,500,29,6
209,-1004,0,500,37,9
210,-1004,0,500,37,9
211,-1373,0,500,59,18
212,-680,1,337,27,8
213,-511,1,230,34,4
214,-839,0,500,25,6
215,-528,1,183,13,7
216,-1047,0,500,46,7
217,-1082,0,500,52,6
218,-865,0,500,33,1
219,-909,0,500,37,4
220,-919,0,500,36,5
221,-801,0,500,25,4
222,-1073,0,500,51,6
223,-1099,0,500,37,14
224,-881,0,500,36,3
225,-1371,0,500,63,16
226,-1176,0,500,38,15
227,-1118,0,500,27,12
228,-459,1,313,19,4
229,-923,0,500,47,0
230,-1812,0,500,112,16
231,-829,0,500,13,6
232,-687,1,440,26,6
233,-966,0,500,37,7
234,-524,1,305,25,5
235,-907,0,500,41,2
236,-292,1,207,11,2
237,-855,0,500,31,4
238,-733,1,470,32,4
239,-400,1,247,11,3
240,-1395,0,500,91,4
241,-983,0,500,41,6
242,-932,0,500,48,0
243,-398,1,278,14,5
244,-436,1,266,28,1
245,-382,1,293,19,1
246,-1054,0,500,51,5
247,-869,0,500,41,0
248,-817,1,457,47,2
249,-996,0,500,34,10
250,-797,0,500,33,0
251,-722,1,478,32,3
252,-313,1,256,10,1
253,-750,1,464,24,9
254,-634,1,350,28,7
255,-1072,0,500,53,5
256,-1060,0,500,39,11
257,-1071,0,500,42,5
258,-177,1,141,11,2
259,-852,0,500,37,1
260,-761,0,500,29,0
261,-840,0,500,26,3
262,-1130,0,500,51,9
263,-865,0,500,30,5
264,-893,0,500,31,6
265,-1111,0,500,51,8
266,-375,1,262,12,3
267,-878,0,500,26,5
268,-957,0,500,39,3
269,-836,0,500,31,3
270,-1486,0,500,99,5
271,-464,1,348,22,1
272,-972,0,500,44,4
273,-472,1,253,25,5
274,-1208,0,500,66,6
275,-964,0,500,41,5
276,-544,1,262,32,5
277,-513,1,394,16,4
278,-991,0,500,25,14
279,-797,1,413,37,8
280,-834,0,500,35,1
281,-484,1,321,23,3
282,-779,0,500,31,0
283,-1021,0,500,28,9
284,-432,1,302,16,2
285,-289,1,212,8,3
286,-1079,0,500,39,12
287,-620,1,447,25,0
288,-870,0,500,20,10
289,-836,0,500,31,3
290,-504,1,332,24,3
291,-461,1,335,21,2
292,-830,0,500,24,6
293,-826,0,500,32,2
294,-743,0,500,27,0
295,-771,0,500,28,1
296,-816,1,500,21,12
297,-771,0,500,28,1
298,-390,1,249,13,4
299,-845,0,500,32,3
300,-867,0,500,26,7
