Episode,Rewards,Steps,Success
474,-142,201,1
475,-115,179,1
476,-715,464,1
477,-130,198,1
478,-78,155,1
479,-130,216,1
480,-197,264,1
481,-276,263,1
482,26,69,1
483,42,80,1
484,-229,206,1
485,-40,144,1
486,-24,101,1
487,-20,88,1
488,-158,208,1
489,-197,237,1
490,-20,77,1
491,-28,96,1
492,-252,275,1
493,-162,176,1
494,-274,288,1
495,-6,101,1
496,-340,318,1
497,-511,478,1
498,-159,143,1
499,-361,228,1
500,-22,99,1
